web-scraper-order,web-scraper-start-url,more-button,professor link,professor link-href,Review-Body,Date,Course-Name,For-Credit,Attendance,Take-Again,Grade,Textbook,Quality,Difficulty,more-ratings
"1714778362-54","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.23 ratingsVICTORIA  BRECKWICHHealth ScienceUniversity of Washington100% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1959202","Prof. Vicky is amazing! I'm not sure why she doesn't have 5/5. She's fair, knowledgeable, and very caring.","Jun 3rd, 2022","BHS210","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","2.0",""
"1714778362-55","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.23 ratingsVICTORIA  BRECKWICHHealth ScienceUniversity of Washington100% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1959202","Vicky is very passionate & extremely knowledgeable. This class truly made me think outside of my comfort zone and made me passionate about the class material. She likes to pinpoint people on the spot, but not in a malicious way, she just wants people to think outside the box. Quizzes & homework really aren't that bad as long as you're participating","Mar 11th, 2016","BHS201A","For Credit: Yes","Attendance: Mandatory","Textbook: Yes","Textbook: Yes","","Quality4.5","3.0",""
"1714778362-56","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.23 ratingsVICTORIA  BRECKWICHHealth ScienceUniversity of Washington100% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1959202","Nice intelligent lady, poor teaching. Interesting class, not the right teacher for it. Very confusing and unorganized. Test was not comparable with the lecture.","Dec 10th, 2014","BHS201A","Textbook: Yes","","","","","Quality2.5","5.0",""
"1714778362-57","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY3.23 ratingsVICTORIA  BRECKWICHHealth ScienceUniversity of Washington100% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1959202","Nice intelligent lady, poor teacher. Interesting class, not the right teacher for it. Very confusing and unorganized. Test was not comparable with the lecture.","Dec 10th, 2014","BHS201A","Textbook: Yes","","","","","Quality2.5","5.0",""
"1714778388-58","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.84 ratingsJill FreidbergFilmUniversity of Washington50% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1957314","She has extremely high and unrealistic expectations for an introductory class. So much of what she demands is really unnecessary and poorly planned. Class time is wasted doing tasks with the expectation that projects be completed outside of class with minimal time due to poor time schedules for the media lab.","Apr 15th, 2019","BISMCS234","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Helpful 1 0","Quality2.0","5.0",""
"1714778388-59","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.84 ratingsJill FreidbergFilmUniversity of Washington50% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1957314","Very tough grader. Stay away.","Mar 26th, 2019","BISMCS260","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Helpful 2 0","Quality1.0","5.0",""
"1714778388-60","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.84 ratingsJill FreidbergFilmUniversity of Washington50% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1957314","She is an amazing professor. I know nothing about technology but the way she teaches the course is clear and relatable. She is also very understanding and cares about her students. Homework amount is reasonable and if you come to class, participate and do the homework you will pass. She's An overall great professor.","May 3rd, 2018","BISMCS260","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Helpful 0 2","Quality5.0","3.0",""
"1714778388-61","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.84 ratingsJill FreidbergFilmUniversity of Washington50% would take again 4.3 level of difficulty","https://www.ratemyprofessors.com/professor/1957314","Even though she is clear about how the assignments will be graded, she is way too tough on an introductory class. We meet once a week and it can be confusing at times, but overall, I enjoy the class.","Jun 13th, 2017","BISMCS260","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality3.0","4.0",""
"1714778404-62","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","Give clear guidelines about the assignments and expectations on the assignments. You may not want to disagree with her or the grade drop. The whole school is expecting you to have a blindly obedience mode there.","Jan 9th, 2024","BIS300","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: N/A","Quality4.0","3.0",""
"1714778404-63","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","Dr. Shimabukuro is a great lecturer and I learned a lot about language in society. The workload was insane, with ~100 pages of reading a week, but I feel like reading everything closely made me a better reader and writer. The final project is cool and she is always willing to help you with anything.","Jun 20th, 2023","BIS238","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality4.0","5.0",""
"1714778404-64","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","Professor Shimabukuro is okay, she's very specific and organized in her course work which I like but it's a little annoying how every week she has the class reading an average of 3 articles and journals with at least 27-30 pages long.The class isn't that difficult but she sure demands at least 2 courses worth of work. so prepare to get reading","Oct 14th, 2022","BIS490","For Credit: Yes","Attendance: Not Mandatory","Grade: A-","Grade: A-","Online Class: Yes","Quality3.0","4.0",""
"1714778404-65","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","This was the worst class I've ever taken. Every single other person I've talked to who was in the class also hated it. Please please PLEASE take a different IPR course if possible.","Jun 21st, 2022","BIS490","For Credit: Yes","Attendance: Not Mandatory","Grade: B","Grade: B","Online Class: Yes","Quality1.0","5.0",""
"1714778404-66","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","The class was pretty easy. She is an easy grade. She is very clear about what she wants in her assignments. The readings were kind of hard so make sure you gifs yourself enough time for the reading assignments, don’t do then last minute.","Mar 25th, 2022","BIS300","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: N/A","Quality4.0","2.0",""
"1714778404-67","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","Amazing prof. Clear and organized class structure. She's extremely helpful & encouraging. You'll learn so much in her class, by the end of it people even wanted her to lecture more. Readings are actually very interesting. Really values feedback from her students & really makes sure you understand the topics. Easy tests and offers extra credit.","Apr 30th, 2020","BIS238","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality5.0","4.0",""
"1714778404-68","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","Dr. Shimabukuro is an excellent professor. She is very clear about assignments, she never wastes time with anything useless, but there is one downside: she throws around lots of graded PollEverywhere and Canvas quizzes and makes you do intense work every weekend. That being said, she values all the effort students make and gives great support.","Nov 25th, 2019","BIS238","For Credit: Yes","Attendance: Not Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: Yes","Quality5.0","4.0",""
"1714778404-69","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","If you can't come to class or you're late, no matter how reasonable it is, she docks you lots of points. Attendance is a grade. She'll help you develop your writing skills a lot, and her grading criteria is super broad so you get a lot of freedom. The DC part of her BCORE class she teaches gets kind of lost in the BWRIT134 part.","Dec 7th, 2016","BCORE107","For Credit: Yes","Attendance: Mandatory","Would Take Again: Yes","Would Take Again: Yes","Textbook: No","Quality4.0","3.0",""
"1714778404-70","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY4.35 ratingsMira  ShimabukuroEnglishUniversity of Washington100% would take again 4 level of difficulty","https://www.ratemyprofessors.com/professor/1949483","She's pretty nice, but she makes you write a lot. When you are in her class it feels like a writing class and not like the DC I didn't like how she makes you write about the community contributions and I didn't like those big assignments she gave us before the end of the quarter. And she's a little strict on grading.","Dec 4th, 2014","BCORE107","For Credit: Yes","Textbook: No","","","","Quality4.0","4.0",""
